Key,Value
timestamp #01596,33.09286925546452
timestamp #01597,33.09286925546452
timestamp #01598,33.09286925546452
timestamp #01599,33.09286925546452
timestamp #01600,33.09286925546452
timestamp #01601,33.09286925546452
timestamp #01602,33.09286925546452
timestamp #01603,33.09286925546452
timestamp #01604,33.09286925546452
timestamp #01605,33.09286925546452
timestamp #01606,33.09286925546452
timestamp #01607,33.09286925546452
timestamp #01608,33.09286925546452
timestamp #01609,33.09286925546452
timestamp #01610,33.09286925546452
timestamp #01611,33.09286925546452
timestamp #01612,33.09286925546452
timestamp #01613,33.09286925546452
timestamp #01614,33.09286925546452
timestamp #01615,33.09286925546452
timestamp #01616,33.09286925546452
timestamp #01617,33.09286925546452
timestamp #01618,33.09286925546452
timestamp #01619,33.09286925546452
timestamp #01620,33.09286925546452
timestamp #01621,33.09286925546452
timestamp #01622,33.09286925546452
timestamp #01623,33.09286925546452
timestamp #01624,33.09286925546452
timestamp #01625,33.09286925546452
timestamp #01626,33.09286925546452
timestamp #01627,33.09286925546452
timestamp #01628,33.09286925546452
timestamp #01629,33.09286925546452
timestamp #01630,33.09286925546452
timestamp #01631,33.09286925546452
timestamp #01632,33.09286925546452
timestamp #01633,33.09286925546452
timestamp #01634,33.09286925546452
timestamp #01635,33.09286925546452
timestamp #01636,33.09286925546452
timestamp #01637,33.09286925546452
timestamp #01638,33.09286925546452
timestamp #01639,33.09286925546452
timestamp #01640,33.09286925546452
timestamp #01641,33.09286925546452
timestamp #01642,33.09286925546452
timestamp #01643,33.09286925546452
timestamp #01644,33.09286925546452
timestamp #01645,33.09286925546452
timestamp #01646,33.09286925546452
timestamp #01647,33.09286925546452
timestamp #01648,33.09286925546452
timestamp #01649,33.09286925546452
timestamp #01650,33.09286925546452
timestamp #01651,33.09286925546452
timestamp #01652,33.09286925546452
timestamp #01653,33.09286925546452
timestamp #01654,33.09286925546452
timestamp #01655,33.09286925546452
timestamp #01656,33.09286925546452
timestamp #01657,33.09286925546452
timestamp #01658,33.09286925546452
timestamp #01659,33.09286925546452
timestamp #01660,33.09286925546452
timestamp #01661,33.09286925546452
timestamp #01662,33.09286925546452
timestamp #01663,33.09286925546452
timestamp #01664,33.09286925546452
timestamp #01665,33.09286925546452
timestamp #01666,33.09286925546452
timestamp #01667,33.09286925546452
timestamp #01668,33.09286925546452
timestamp #01669,33.09286925546452
timestamp #01670,33.09286925546452
timestamp #01671,33.09286925546452
timestamp #01672,33.09286925546452
timestamp #01673,33.09286925546452
timestamp #01674,33.09286925546452
timestamp #01675,33.09286925546452
timestamp #01676,33.09286925546452
timestamp #01677,33.09286925546452
timestamp #01678,33.09286925546452
timestamp #01679,33.09286925546452
timestamp #01680,33.09286925546452
timestamp #01681,33.09286925546452
timestamp #01682,33.09286925546452
timestamp #01683,33.09286925546452
timestamp #01684,33.09286925546452
timestamp #01685,33.09286925546452
timestamp #01686,33.09286925546452
timestamp #01687,33.09286925546452
timestamp #01688,33.09286925546452
timestamp #01689,33.09286925546452
timestamp #01690,33.09286925546452
timestamp #01691,33.09286925546452
timestamp #01692,33.09286925546452
timestamp #01693,33.09286925546452
timestamp #01694,33.09286925546452
timestamp #01695,33.09286925546452
timestamp #01696,33.09286925546452
timestamp #01697,33.09286925546452
timestamp #01698,33.09286925546452
timestamp #01699,33.09286925546452
timestamp #01700,33.09286925546452
timestamp #01701,33.09286925546452
timestamp #01702,33.09286925546452
timestamp #01703,33.09286925546452
timestamp #01704,33.09286925546452
timestamp #01705,33.09286925546452
timestamp #01706,33.09286925546452
timestamp #01707,33.09286925546452
timestamp #01708,33.09286925546452
timestamp #01709,33.09286925546452
timestamp #01710,33.09286925546452
timestamp #01711,33.09286925546452
timestamp #01712,33.09286925546452
timestamp #01713,33.09286925546452
timestamp #01714,33.09286925546452
timestamp #01715,33.09286925546452
timestamp #01716,33.09286925546452
timestamp #01717,33.09286925546452
timestamp #01718,33.09286925546452
timestamp #01719,33.09286925546452
timestamp #01720,33.09286925546452
timestamp #01721,33.09286925546452
timestamp #01722,33.09286925546452
timestamp #01723,33.09286925546452
timestamp #01724,33.09286925546452
timestamp #01725,33.09286925546452
timestamp #01726,33.09286925546452
timestamp #01727,33.09286925546452
timestamp #01728,33.09286925546452
timestamp #01729,33.09286925546452
timestamp #01730,33.09286925546452
timestamp #01731,33.09286925546452
timestamp #01732,33.09286925546452
timestamp #01733,33.09286925546452
timestamp #01734,33.09286925546452
timestamp #01735,33.09286925546452
timestamp #01736,33.09286925546452
timestamp #01737,33.09286925546452
timestamp #01738,33.09286925546452
timestamp #01739,33.09286925546452
timestamp #01740,33.09286925546452
timestamp #01741,33.09286925546452
timestamp #01742,33.09286925546452
timestamp #01743,33.09286925546452
timestamp #01744,33.09286925546452
timestamp #01745,33.09286925546452
timestamp #01746,33.09286925546452
timestamp #01747,33.09286925546452
timestamp #01748,33.09286925546452
timestamp #01749,33.09286925546452
timestamp #01750,33.09286925546452
timestamp #01751,33.09286925546452
timestamp #01752,33.09286925546452
timestamp #01753,33.09286925546452
timestamp #01754,33.09286925546452
timestamp #01755,33.09286925546452
timestamp #01756,33.09286925546452
timestamp #01757,33.09286925546452
timestamp #01758,33.09286925546452
timestamp #01759,33.09286925546452
timestamp #01760,33.09286925546452
timestamp #01761,33.09286925546452
timestamp #01762,33.09286925546452
timestamp #01763,33.09286925546452
timestamp #01764,33.09286925546452
timestamp #01765,33.09286925546452
timestamp #01766,33.09286925546452
timestamp #01767,33.09286925546452
timestamp #01768,33.09286925546452
timestamp #01769,33.09286925546452
timestamp #01770,33.09286925546452
timestamp #01771,33.09286925546452
timestamp #01772,33.09286925546452
timestamp #01773,33.09286925546452
timestamp #01774,33.09286925546452
timestamp #01775,33.09286925546452
timestamp #01776,33.09286925546452
timestamp #01777,33.09286925546452
timestamp #01778,33.09286925546452
timestamp #01779,33.09286925546452
timestamp #01780,33.09286925546452
timestamp #01781,33.09286925546452
timestamp #01782,33.09286925546452
timestamp #01783,33.09286925546452
timestamp #01784,33.09286925546452
timestamp #01785,33.09286925546452
timestamp #01786,33.09286925546452
timestamp #01787,33.09286925546452
timestamp #01788,33.09286925546452
timestamp #01789,33.09286925546452
timestamp #01790,33.09286925546452
timestamp #01791,33.09286925546452
timestamp #01792,33.09286925546452
timestamp #01793,33.09286925546452
timestamp #01794,33.09286925546452
timestamp #01795,33.09286925546452
timestamp #01796,33.09286925546452
timestamp #01797,33.09286925546452
timestamp #01798,33.09286925546452
timestamp #01799,33.09286925546452
timestamp #01800,33.09286925546452
timestamp #01801,33.09286925546452
timestamp #01802,33.09286925546452
timestamp #01803,33.09286925546452
timestamp #01804,33.09286925546452
timestamp #01805,33.09286925546452
timestamp #01806,33.09286925546452
timestamp #01807,33.09286925546452
timestamp #01808,33.09286925546452
timestamp #01809,33.09286925546452
timestamp #01810,33.09286925546452
timestamp #01811,33.09286925546452
timestamp #01812,33.09286925546452
timestamp #01813,33.09286925546452
timestamp #01814,33.09286925546452
timestamp #01815,33.09286925546452
timestamp #01816,33.09286925546452
timestamp #01817,33.09286925546452
timestamp #01818,33.09286925546452
timestamp #01819,33.09286925546452
timestamp #01820,33.09286925546452
timestamp #01821,33.09286925546452
timestamp #01822,33.09286925546452
timestamp #01823,33.09286925546452
timestamp #01824,33.09286925546452
timestamp #01825,33.09286925546452
timestamp #01826,33.09286925546452
timestamp #01827,33.09286925546452
timestamp #01828,33.09286925546452
timestamp #01829,33.09286925546452
timestamp #01830,33.09286925546452
timestamp #01831,33.09286925546452
timestamp #01832,33.09286925546452
timestamp #01833,33.09286925546452
timestamp #01834,33.09286925546452
timestamp #01835,33.09286925546452
timestamp #01836,33.09286925546452
timestamp #01837,33.09286925546452
timestamp #01838,33.09286925546452
timestamp #01839,33.09286925546452
timestamp #01840,33.09286925546452
timestamp #01841,33.09286925546452
timestamp #01842,33.09286925546452
timestamp #01843,33.09286925546452
timestamp #01844,33.09286925546452
timestamp #01845,33.09286925546452
timestamp #01846,33.09286925546452
timestamp #01847,33.09286925546452
timestamp #01848,33.09286925546452
timestamp #01849,33.09286925546452
timestamp #01850,33.09286925546452
timestamp #01851,33.09286925546452
timestamp #01852,33.09286925546452
timestamp #01853,33.09286925546452
timestamp #01854,33.09286925546452
timestamp #01855,33.09286925546452
timestamp #01856,33.09286925546452
timestamp #01857,33.09286925546452
timestamp #01858,33.09286925546452
timestamp #01859,33.09286925546452
timestamp #01860,33.09286925546452
timestamp #01861,33.09286925546452
timestamp #01862,33.09286925546452
timestamp #01863,33.09286925546452
timestamp #01864,33.09286925546452
timestamp #01865,33.09286925546452
timestamp #01866,33.09286925546452
timestamp #01867,33.09286925546452
timestamp #01868,33.09286925546452
timestamp #01869,33.09286925546452
timestamp #01870,33.09286925546452
timestamp #01871,33.09286925546452
timestamp #01872,33.09286925546452
timestamp #01873,33.09286925546452
timestamp #01874,33.09286925546452
timestamp #01875,33.09286925546452
timestamp #01876,33.09286925546452
timestamp #01877,33.09286925546452
timestamp #01878,33.09286925546452
timestamp #01879,33.09286925546452
timestamp #01880,33.09286925546452
timestamp #01881,33.09286925546452
timestamp #01882,33.09286925546452
timestamp #01883,33.09286925546452
timestamp #01884,33.09286925546452
timestamp #01885,33.09286925546452
timestamp #01886,33.09286925546452
timestamp #01887,33.09286925546452
timestamp #01888,33.09286925546452
timestamp #01889,33.09286925546452
timestamp #01890,33.09286925546452
timestamp #01891,33.09286925546452
timestamp #01892,33.09286925546452
timestamp #01893,33.09286925546452
timestamp #01894,33.09286925546452
timestamp #01895,33.09286925546452
timestamp #01896,33.09286925546452
timestamp #01897,33.09286925546452
timestamp #01898,33.09286925546452
timestamp #01899,33.09286925546452
timestamp #01900,33.09286925546452
timestamp #01901,33.09286925546452
timestamp #01902,33.09286925546452
timestamp #01903,33.09286925546452
timestamp #01904,33.09286925546452
timestamp #01905,33.09286925546452
timestamp #01906,33.09286925546452
timestamp #01907,33.09286925546452
timestamp #01908,33.09286925546452
timestamp #01909,33.09286925546452
timestamp #01910,33.09286925546452
timestamp #01911,33.09286925546452
timestamp #01912,33.09286925546452
timestamp #01913,33.09286925546452
timestamp #01914,33.09286925546452
timestamp #01915,33.09286925546452
timestamp #01916,33.09286925546452
timestamp #01917,33.09286925546452
timestamp #01918,33.09286925546452
timestamp #01919,33.09286925546452
timestamp #01920,33.09286925546452
timestamp #01921,41.83317505954206
timestamp #01922,41.83317505954206
timestamp #01923,41.83317505954206
timestamp #01924,41.83317505954206
timestamp #01925,41.83317505954206
timestamp #01926,41.83317505954206
timestamp #01927,41.83317505954206
timestamp #01928,41.83317505954206
timestamp #01929,41.83317505954206
timestamp #01930,41.83317505954206
timestamp #01931,41.83317505954206
timestamp #01932,41.83317505954206
timestamp #01933,41.83317505954206
timestamp #01934,41.83317505954206
timestamp #01935,41.83317505954206
timestamp #01936,41.83317505954206
timestamp #01937,41.83317505954206
timestamp #01938,41.83317505954206
timestamp #01939,41.83317505954206
timestamp #01940,41.83317505954206
timestamp #01941,41.83317505954206
timestamp #01942,41.83317505954206
timestamp #01943,41.83317505954206
timestamp #01944,41.83317505954206
timestamp #01945,41.83317505954206
timestamp #01946,41.83317505954206
timestamp #01947,41.83317505954206
timestamp #01948,41.83317505954206
timestamp #01949,41.83317505954206
timestamp #01950,41.83317505954206
timestamp #01951,41.83317505954206
timestamp #01952,41.83317505954206
timestamp #01953,41.83317505954206
timestamp #01954,41.83317505954206
timestamp #01955,41.83317505954206
timestamp #01956,41.83317505954206
timestamp #01957,41.83317505954206
timestamp #01958,41.83317505954206
timestamp #01959,41.83317505954206
timestamp #01960,41.83317505954206
timestamp #01961,41.83317505954206
timestamp #01962,41.83317505954206
timestamp #01963,41.83317505954206
timestamp #01964,41.83317505954206
timestamp #01965,41.83317505954206
timestamp #01966,41.83317505954206
timestamp #01967,41.83317505954206
timestamp #01968,41.83317505954206
timestamp #01969,41.83317505954206
timestamp #01970,41.83317505954206
timestamp #01971,41.83317505954206
timestamp #01972,41.83317505954206
timestamp #01973,41.83317505954206
timestamp #01974,41.83317505954206
timestamp #01975,41.83317505954206
timestamp #01976,41.83317505954206
timestamp #01977,41.83317505954206
timestamp #01978,41.83317505954206
timestamp #01979,41.83317505954206
timestamp #01980,41.83317505954206
timestamp #01981,41.83317505954206
timestamp #01982,41.83317505954206
timestamp #01983,41.83317505954206
timestamp #01984,41.83317505954206
timestamp #01985,41.83317505954206
timestamp #01986,41.83317505954206
timestamp #01987,41.83317505954206
timestamp #01988,41.83317505954206
timestamp #01989,41.83317505954206
timestamp #01990,41.83317505954206
timestamp #01991,41.83317505954206
timestamp #01992,41.83317505954206
timestamp #01993,41.83317505954206
timestamp #01994,41.83317505954206
timestamp #01995,41.83317505954206
timestamp #01996,41.83317505954206
